Dagsetning;Evra EUR miðgengi;Evra EUR kaupgengi;Evra EUR sölugengi;Bandaríkjadalur USD miðgengi;Bandaríkjadalur USD kaupgengi;Bandaríkjadalur USD sölugengi;Sterlingspund GBP miðgengi;Sterlingspund GBP kaupgengi;Sterlingspund GBP sölugengi;
15.12.2020;154,80;-;-;127,56;-;-;170,68;-;-;
14.12.2020;155,00;-;-;127,45;-;-;170,88;-;-;
11.12.2020;154,80;-;-;127,65;-;-;167,80;-;-;
10.12.2020;154,30;-;-;127,37;-;-;169,37;-;-;
09.12.2020;153,50;-;-;126,76;-;-;170,54;-;-;
08.12.2020;152,90;-;-;126,23;-;-;167,77;-;-;
07.12.2020;152,70;-;-;125,91;-;-;167,40;-;-;
04.12.2020;152,10;-;-;125,11;-;-;168,48;-;-;
03.12.2020;152,97;-;-;125,92;-;-;169,33;-;-;
02.12.2020;155,40;-;-;128,81;-;-;171,70;-;-;
01.12.2020;158,20;-;-;132,19;-;-;176,14;-;-;
30.11.2020;159,00;-;-;132,70;-;-;176,97;-;-;
27.11.2020;159,00;-;-;133,32;-;-;177,71;-;-;
26.11.2020;161,30;-;-;135,55;-;-;180,97;-;-;
25.11.2020;160,90;-;-;135,32;-;-;180,52;-;-;
24.11.2020;160,90;-;-;135,60;-;-;180,77;-;-;
23.11.2020;161,10;-;-;135,36;-;-;181,25;-;-;
20.11.2020;161,30;-;-;135,96;-;-;180,43;-;-;
19.11.2020;161,30;-;-;136,32;-;-;180,47;-;-;
18.11.2020;161,50;-;-;136,10;-;-;180,71;-;-;
17.11.2020;161,50;-;-;135,89;-;-;180,17;-;-;
16.11.2020;161,30;-;-;136,35;-;-;179,57;-;-;
13.11.2020;161,90;-;-;137,05;-;-;180,50;-;-;
12.11.2020;162,10;-;-;137,46;-;-;180,57;-;-;
11.11.2020;162,90;-;-;138,41;-;-;183,17;-;-;
10.11.2020;162,30;-;-;137,47;-;-;182,04;-;-;
09.11.2020;163,10;-;-;137,34;-;-;180,92;-;-;
06.11.2020;163,50;-;-;137,75;-;-;180,75;-;-;
05.11.2020;163,90;-;-;138,42;-;-;181,06;-;-;
04.11.2020;163,90;-;-;139,78;-;-;182,14;-;-;
03.11.2020;163,70;-;-;140,60;-;-;181,62;-;-;
02.11.2020;163,50;-;-;140,33;-;-;181,58;-;-;
30.10.2020;164,33;-;-;140,56;-;-;182,33;-;-;
29.10.2020;165,20;-;-;141,14;-;-;182,65;-;-;
28.10.2020;165,00;-;-;140,75;-;-;182,07;-;-;
27.10.2020;165,30;-;-;139,71;-;-;182,16;-;-;
26.10.2020;165,30;-;-;139,86;-;-;182,13;-;-;
23.10.2020;164,87;-;-;139,07;-;-;181,86;-;-;
22.10.2020;164,60;-;-;139,24;-;-;182,32;-;-;
21.10.2020;164,60;-;-;138,82;-;-;181,37;-;-;
20.10.2020;164,00;-;-;138,88;-;-;179,58;-;-;
19.10.2020;163,40;-;-;138,65;-;-;180,35;-;-;
16.10.2020;163,20;-;-;139,02;-;-;179,50;-;-;
15.10.2020;163,20;-;-;139,53;-;-;180,24;-;-;
14.10.2020;163,20;-;-;138,89;-;-;180,55;-;-;
13.10.2020;163,20;-;-;138,46;-;-;180,14;-;-;
12.10.2020;163,20;-;-;138,30;-;-;180,12;-;-;
09.10.2020;162,80;-;-;138,01;-;-;178,57;-;-;
08.10.2020;162,80;-;-;138,38;-;-;178,80;-;-;
07.10.2020;162,80;-;-;138,36;-;-;178,16;-;-;
06.10.2020;162,80;-;-;137,97;-;-;178,66;-;-;
05.10.2020;162,40;-;-;138,01;-;-;178,81;-;-;
02.10.2020;162,20;-;-;138,28;-;-;178,89;-;-;
01.10.2020;162,20;-;-;138,01;-;-;178,79;-;-;
30.09.2020;162,20;-;-;138,54;-;-;177,74;-;-;
29.09.2020;162,00;-;-;138,45;-;-;178,08;-;-;
28.09.2020;162,40;-;-;139,15;-;-;179,44;-;-;
25.09.2020;161,80;-;-;139,08;-;-;177,13;-;-;
24.09.2020;161,80;-;-;138,94;-;-;177,50;-;-;
23.09.2020;161,40;-;-;138,05;-;-;175,64;-;-;
22.09.2020;162,00;-;-;138,03;-;-;176,60;-;-;
21.09.2020;161,60;-;-;137,11;-;-;176,42;-;-;
18.09.2020;160,80;-;-;135,89;-;-;176,08;-;-;
17.09.2020;162,20;-;-;137,49;-;-;177,21;-;-;
16.09.2020;160,60;-;-;135,28;-;-;175,65;-;-;
15.09.2020;160,60;-;-;135,07;-;-;174,37;-;-;
14.09.2020;160,00;-;-;134,73;-;-;173,55;-;-;
11.09.2020;161,80;-;-;136,49;-;-;175,06;-;-;
10.09.2020;163,70;-;-;138,15;-;-;178,69;-;-;
09.09.2020;165,80;-;-;140,87;-;-;181,79;-;-;
08.09.2020;165,27;-;-;140,24;-;-;182,69;-;-;
07.09.2020;164,90;-;-;139,46;-;-;183,57;-;-;
04.09.2020;164,70;-;-;139,06;-;-;184,39;-;-;
03.09.2020;164,50;-;-;139,25;-;-;184,54;-;-;
02.09.2020;164,50;-;-;138,67;-;-;185,15;-;-;
01.09.2020;164,50;-;-;137,27;-;-;184,90;-;-;
31.08.2020;164,30;-;-;137,61;-;-;183,36;-;-;
28.08.2020;163,50;-;-;137,42;-;-;182,61;-;-;
27.08.2020;163,47;-;-;138,45;-;-;182,67;-;-;
26.08.2020;163,20;-;-;138,16;-;-;181,76;-;-;
25.08.2020;162,77;-;-;137,53;-;-;180,57;-;-;
24.08.2020;162,77;-;-;137,60;-;-;180,46;-;-;
21.08.2020;162,60;-;-;137,92;-;-;181,12;-;-;
20.08.2020;162,20;-;-;137,09;-;-;179,91;-;-;
19.08.2020;162,00;-;-;135,72;-;-;179,36;-;-;
18.08.2020;161,23;-;-;135,42;-;-;178,49;-;-;
17.08.2020;161,50;-;-;136,28;-;-;178,59;-;-;
14.08.2020;161,10;-;-;136,46;-;-;178,74;-;-;
13.08.2020;161,07;-;-;135,95;-;-;178,14;-;-;
12.08.2020;161,07;-;-;136,87;-;-;178,45;-;-;
11.08.2020;161,07;-;-;136,52;-;-;178,93;-;-;
10.08.2020;160,60;-;-;136,62;-;-;178,08;-;-;
07.08.2020;160,40;-;-;135,69;-;-;177,65;-;-;
06.08.2020;160,20;-;-;135,21;-;-;178,24;-;-;
05.08.2020;160,00;-;-;135,07;-;-;177,29;-;-;
04.08.2020;160,00;-;-;135,86;-;-;177,22;-;-;
31.07.2020;159,80;-;-;134,78;-;-;177,01;-;-;
30.07.2020;159,00;-;-;135,35;-;-;175,98;-;-;
29.07.2020;158,80;-;-;135,22;-;-;175,31;-;-;
28.07.2020;158,60;-;-;135,17;-;-;174,11;-;-;
27.07.2020;158,20;-;-;134,90;-;-;173,61;-;-;
24.07.2020;157,80;-;-;136,18;-;-;173,33;-;-;
23.07.2020;157,80;-;-;136,19;-;-;173,22;-;-;
22.07.2020;157,80;-;-;136,36;-;-;172,91;-;-;
21.07.2020;159,60;-;-;139,36;-;-;176,96;-;-;
20.07.2020;160,20;-;-;139,81;-;-;176,21;-;-;
17.07.2020;160,20;-;-;140,27;-;-;175,95;-;-;
16.07.2020;160,00;-;-;140,42;-;-;176,06;-;-;
15.07.2020;160,00;-;-;139,91;-;-;176,70;-;-;
14.07.2020;159,60;-;-;140,41;-;-;175,80;-;-;
13.07.2020;159,20;-;-;140,57;-;-;177,10;-;-;
10.07.2020;158,97;-;-;140,73;-;-;177,47;-;-;
09.07.2020;158,70;-;-;140,14;-;-;177,14;-;-;
08.07.2020;157,20;-;-;139,39;-;-;174,69;-;-;
07.07.2020;157,00;-;-;139,20;-;-;173,84;-;-;
06.07.2020;157,20;-;-;139,23;-;-;173,89;-;-;
03.07.2020;156,30;-;-;139,19;-;-;173,35;-;-;
02.07.2020;156,20;-;-;138,40;-;-;173,26;-;-;
01.07.2020;155,60;-;-;138,88;-;-;172,32;-;-;
30.06.2020;155,40;-;-;138,58;-;-;170,21;-;-;
29.06.2020;155,40;-;-;137,75;-;-;169,84;-;-;
26.06.2020;154,97;-;-;137,95;-;-;171,21;-;-;
25.06.2020;156,87;-;-;139,89;-;-;174,05;-;-;
24.06.2020;157,10;-;-;139,03;-;-;174,15;-;-;
23.06.2020;156,73;-;-;138,88;-;-;173,01;-;-;
22.06.2020;154,60;-;-;137,80;-;-;170,82;-;-;
19.06.2020;154,00;-;-;137,48;-;-;170,27;-;-;
18.06.2020;152,90;-;-;135,91;-;-;169,79;-;-;
16.06.2020;152,70;-;-;134,98;-;-;170,60;-;-;
15.06.2020;151,90;-;-;135,03;-;-;169,19;-;-;
12.06.2020;152,10;-;-;134,47;-;-;169,63;-;-;
11.06.2020;151,73;-;-;133,34;-;-;169,24;-;-;
10.06.2020;150,30;-;-;132,22;-;-;168,64;-;-;
09.06.2020;149,70;-;-;132,80;-;-;167,96;-;-;
08.06.2020;149,30;-;-;132,45;-;-;167,36;-;-;
05.06.2020;148,90;-;-;131,47;-;-;166,01;-;-;
04.06.2020;148,77;-;-;132,83;-;-;166,40;-;-;
03.06.2020;151,00;-;-;134,70;-;-;169,63;-;-;
02.06.2020;151,00;-;-;135,21;-;-;169,82;-;-;
29.05.2020;150,80;-;-;135,42;-;-;167,05;-;-;
28.05.2020;150,80;-;-;137,04;-;-;167,84;-;-;
27.05.2020;151,20;-;-;137,21;-;-;169,14;-;-;
26.05.2020;154,30;-;-;140,86;-;-;173,39;-;-;
25.05.2020;155,50;-;-;142,60;-;-;173,76;-;-;
22.05.2020;156,30;-;-;143,37;-;-;174,46;-;-;
20.05.2020;156,50;-;-;143,03;-;-;175,19;-;-;
19.05.2020;156,50;-;-;142,71;-;-;174,88;-;-;
18.05.2020;157,30;-;-;145,47;-;-;176,55;-;-;
15.05.2020;158,30;-;-;146,46;-;-;178,65;-;-;
14.05.2020;158,30;-;-;146,62;-;-;179,13;-;-;
13.05.2020;158,30;-;-;145,81;-;-;179,25;-;-;
12.05.2020;158,70;-;-;146,61;-;-;180,95;-;-;
11.05.2020;158,50;-;-;146,46;-;-;180,60;-;-;
08.05.2020;158,50;-;-;146,19;-;-;180,96;-;-;
07.05.2020;159,10;-;-;147,51;-;-;182,39;-;-;
06.05.2020;159,30;-;-;147,51;-;-;182,66;-;-;
05.05.2020;159,50;-;-;147,06;-;-;183,21;-;-;
04.05.2020;159,50;-;-;145,80;-;-;181,09;-;-;
30.04.2020;159,30;-;-;146,42;-;-;183,17;-;-;
29.04.2020;159,50;-;-;147,01;-;-;182,52;-;-;
28.04.2020;159,30;-;-;146,46;-;-;182,96;-;-;
27.04.2020;158,60;-;-;146,08;-;-;181,81;-;-;
24.04.2020;158,60;-;-;146,96;-;-;181,46;-;-;
22.04.2020;158,07;-;-;145,47;-;-;179,56;-;-;
21.04.2020;157,20;-;-;145,05;-;-;179,03;-;-;
20.04.2020;156,70;-;-;144,26;-;-;179,76;-;-;
17.04.2020;156,50;-;-;144,55;-;-;179,97;-;-;
16.04.2020;156,30;-;-;143,68;-;-;179,35;-;-;
15.04.2020;156,10;-;-;143,12;-;-;178,85;-;-;
14.04.2020;155,90;-;-;142,47;-;-;178,58;-;-;
08.04.2020;155,70;-;-;143,20;-;-;176,64;-;-;
07.04.2020;155,30;-;-;142,69;-;-;175,78;-;-;
06.04.2020;155,50;-;-;143,89;-;-;177,03;-;-;
03.04.2020;155,70;-;-;144,01;-;-;176,85;-;-;
02.04.2020;155,23;-;-;141,99;-;-;176,82;-;-;
01.04.2020;156,10;-;-;142,70;-;-;176,66;-;-;
31.03.2020;155,30;154,87;155,73;141,72;141,38;142,06;175,19;174,77;175,61;
30.03.2020;154,30;153,87;154,73;139,39;139,06;139,72;172,87;172,45;173,29;
27.03.2020;154,00;153,57;154,43;139,83;139,50;140,16;171,50;171,08;171,92;
26.03.2020;153,70;153,27;154,13;140,34;140,01;140,67;167,62;167,21;168,03;
25.03.2020;151,90;151,48;152,32;140,40;140,07;140,73;167,31;166,90;167,72;
24.03.2020;151,70;151,28;152,12;139,77;139,44;140,10;164,42;164,02;164,82;
23.03.2020;151,23;150,81;151,65;141,67;141,33;142,01;164,10;163,70;164,50;
20.03.2020;149,97;149,55;150,39;139,69;139,36;140,02;164,69;164,29;165,09;
19.03.2020;152,20;151,78;152,62;140,87;140,53;141,21;162,34;161,95;162,73;
18.03.2020;152,17;151,75;152,59;138,17;137,84;138,50;165,88;165,48;166,28;
17.03.2020;154,73;154,30;155,16;140,07;139,74;140,40;169,62;169,21;170,03;
16.03.2020;151,20;150,78;151,62;135,21;134,89;135,53;166,52;166,12;166,92;
13.03.2020;150,13;149,71;150,55;134,51;134,19;134,83;169,50;169,09;169,91;
12.03.2020;147,70;147,29;148,11;131,43;131,12;131,74;167,46;167,05;167,87;
11.03.2020;145,30;144,89;145,71;128,40;128,09;128,71;165,96;165,56;166,36;
10.03.2020;145,90;145,49;146,31;128,66;128,35;128,97;167,84;167,43;168,25;
09.03.2020;145,00;144,60;145,40;127,04;126,74;127,34;166,30;165,90;166,70;
06.03.2020;142,80;142,40;143,20;126,32;126,02;126,62;164,16;163,76;164,56;
05.03.2020;142,20;141,80;142,60;127,36;127,06;127,66;164,55;164,15;164,95;
04.03.2020;142,20;141,80;142,60;127,56;127,26;127,86;163,21;162,81;163,61;
03.03.2020;142,90;142,50;143,30;128,55;128,24;128,86;164,46;164,06;164,86;
02.03.2020;140,40;140,01;140,79;126,62;126,32;126,92;161,90;161,51;162,29;
28.02.2020;139,30;138,91;139,69;126,29;125,99;126,59;162,78;162,39;163,17;
27.02.2020;139,30;138,91;139,69;127,30;127,00;127,60;163,98;163,58;164,38;
26.02.2020;139,30;138,91;139,69;128,04;127,74;128,34;165,65;165,25;166,05;
25.02.2020;139,50;139,11;139,89;128,70;128,39;129,01;167,05;166,64;167,46;
24.02.2020;139,30;138,91;139,69;128,80;128,49;129,11;166,15;165,75;166,55;
21.02.2020;138,10;137,71;138,49;127,84;127,54;128,14;165,08;164,68;165,48;
20.02.2020;138,10;137,71;138,49;127,92;127,62;128,22;164,75;164,35;165,15;
19.02.2020;138,10;137,71;138,49;127,81;127,51;128,11;165,98;165,58;166,38;
18.02.2020;137,70;137,32;138,08;127,11;126,81;127,41;165,69;165,29;166,09;
17.02.2020;137,50;137,12;137,88;126,77;126,47;127,07;165,19;164,79;165,59;
14.02.2020;137,70;137,32;138,08;127,01;126,71;127,31;165,43;165,03;165,83;
13.02.2020;137,90;137,52;138,28;126,72;126,42;127,02;164,53;164,13;164,93;
12.02.2020;137,90;137,52;138,28;126,29;125,99;126,59;163,97;163,57;164,37;
11.02.2020;137,90;137,52;138,28;126,32;126,02;126,62;163,21;162,81;163,61;
10.02.2020;137,90;137,52;138,28;125,92;125,62;126,22;162,80;162,41;163,19;
07.02.2020;137,90;137,52;138,28;125,92;125,62;126,22;162,78;162,39;163,17;
06.02.2020;138,30;137,91;138,69;125,69;125,39;125,99;163,02;162,62;163,42;
05.02.2020;138,10;137,71;138,49;125,28;124,98;125,58;163,63;163,23;164,03;
04.02.2020;137,90;137,52;138,28;124,75;124,45;125,05;162,29;161,90;162,68;
03.02.2020;137,10;136,72;137,48;123,86;123,57;124,15;161,87;161,48;162,26;
31.01.2020;136,10;135,72;136,48;123,36;123,07;123,65;161,73;161,34;162,12;
30.01.2020;135,90;135,52;136,28;123,40;123,11;123,69;160,60;160,21;160,99;
29.01.2020;136,37;135,99;136,75;123,96;123,66;124,26;161,26;160,87;161,65;
28.01.2020;137,40;137,02;137,78;124,72;124,42;125,02;162,29;161,90;162,68;
27.01.2020;137,40;137,02;137,78;124,63;124,33;124,93;163,14;162,74;163,54;
24.01.2020;137,60;137,22;137,98;124,65;124,35;124,95;163,31;162,91;163,71;
23.01.2020;137,80;137,42;138,18;124,28;123,98;124,58;163,24;162,84;163,64;
22.01.2020;137,80;137,42;138,18;124,25;123,95;124,55;162,31;161,92;162,70;
21.01.2020;137,60;137,22;137,98;123,92;123,62;124,22;161,62;161,23;162,01;
20.01.2020;137,40;137,02;137,78;123,93;123,63;124,23;160,92;160,53;161,31;
17.01.2020;137,00;136,62;137,38;123,21;122,92;123,50;160,77;160,38;161,16;
16.01.2020;136,82;136,44;137,20;122,63;122,34;122,92;160,05;159,66;160,44;
15.01.2020;136,60;136,22;136,98;122,70;122,41;122,99;159,44;159,05;159,83;
14.01.2020;137,20;136,82;137,58;123,24;122,95;123,53;159,95;159,56;160,34;
13.01.2020;137,20;136,82;137,58;123,42;123,13;123,71;160,32;159,93;160,71;
10.01.2020;136,60;136,22;136,98;123,12;122,83;123,41;160,85;160,46;161,24;
09.01.2020;137,70;137,32;138,08;123,95;123,65;124,25;161,63;161,24;162,02;
08.01.2020;137,30;136,92;137,68;123,33;123,04;123,62;162,00;161,61;162,39;
07.01.2020;137,30;136,92;137,68;122,87;122,58;123,16;161,58;161,19;161,97;
06.01.2020;137,10;136,72;137,48;122,44;122,15;122,73;161,22;160,83;161,61;
03.01.2020;136,90;136,52;137,28;122,98;122,69;123,27;160,79;160,40;161,18;
02.01.2020;136,50;136,12;136,88;121,93;121,64;122,22;161,07;160,68;161,46;
31.12.2019;135,83;135,45;136,21;121,10;120,81;121,39;159,42;159,03;159,81;
30.12.2019;135,83;135,45;136,21;121,36;121,07;121,65;159,07;158,68;159,46;
27.12.2019;135,63;135,25;136,01;121,74;121,45;122,03;159,09;158,70;159,48;
23.12.2019;135,40;135,02;135,78;122,12;121,83;122,41;158,61;158,23;158,99;
20.12.2019;136,60;136,22;136,98;122,87;122,58;123,16;160,29;159,90;160,68;
19.12.2019;137,20;136,82;137,58;123,25;122,96;123,54;161,46;161,07;161,85;
18.12.2019;137,00;136,62;137,38;123,03;122,74;123,32;161,22;160,83;161,61;
17.12.2019;136,60;136,22;136,98;122,46;122,17;122,75;161,62;161,23;162,01;
16.12.2019;136,83;136,45;137,21;122,81;122,52;123,10;164,05;163,65;164,45;
13.12.2019;136,97;136,59;137,35;122,53;122,24;122,82;164,07;163,67;164,47;
12.12.2019;136,70;136,32;137,08;122,82;122,53;123,11;162,05;161,66;162,44;
11.12.2019;135,10;134,72;135,48;121,89;121,60;122,18;160,29;159,90;160,68;
10.12.2019;134,70;134,32;135,08;121,64;121,35;121,93;160,23;159,84;160,62;
09.12.2019;133,80;133,43;134,17;120,88;120,59;121,17;159,14;158,75;159,53;
06.12.2019;134,40;134,03;134,77;121,15;120,86;121,44;159,03;158,64;159,42;
05.12.2019;134,40;134,03;134,77;121,18;120,89;121,47;159,15;158,76;159,54;
04.12.2019;134,60;134,22;134,98;121,56;121,27;121,85;158,49;158,11;158,87;
03.12.2019;134,60;134,22;134,98;121,58;121,29;121,87;157,76;157,38;158,14;
02.12.2019;134,87;134,49;135,25;122,45;122,16;122,74;157,96;157,58;158,34;
29.11.2019;133,10;132,73;133,47;120,96;120,67;121,25;155,97;155,59;156,35;
28.11.2019;135,00;134,62;135,38;122,57;122,28;122,86;158,52;158,14;158,90;
27.11.2019;135,40;135,02;135,78;123,01;122,72;123,30;158,45;158,07;158,83;
26.11.2019;135,40;135,02;135,78;122,89;122,60;123,18;157,97;157,59;158,35;
25.11.2019;136,10;135,72;136,48;123,56;123,27;123,85;159,15;158,76;159,54;
22.11.2019;136,30;135,92;136,68;123,24;122,95;123,53;158,67;158,29;159,05;
21.11.2019;136,30;135,92;136,68;123,00;122,71;123,29;159,21;158,82;159,60;
20.11.2019;135,90;135,52;136,28;122,79;122,50;123,08;158,52;158,14;158,90;
19.11.2019;136,30;135,92;136,68;123,13;122,84;123,42;159,28;158,89;159,67;
18.11.2019;136,10;135,72;136,48;123,07;122,78;123,36;159,50;159,11;159,89;
15.11.2019;135,90;135,52;136,28;123,28;122,99;123,57;158,69;158,31;159,07;
14.11.2019;137,30;136,92;137,68;124,83;124,53;125,13;160,49;160,10;160,88;
13.11.2019;137,70;137,32;138,08;125,03;124,73;125,33;160,70;160,31;161,09;
12.11.2019;137,70;137,32;138,08;124,92;124,62;125,22;160,33;159,94;160,72;
11.11.2019;137,70;137,32;138,08;124,81;124,51;125,11;159,87;159,48;160,26;
08.11.2019;137,70;137,32;138,08;124,76;124,46;125,06;159,86;159,47;160,25;
07.11.2019;137,70;137,32;138,08;124,24;123,94;124,54;159,87;159,48;160,26;
06.11.2019;137,70;137,32;138,08;124,19;123,89;124,49;159,96;159,57;160,35;
05.11.2019;137,90;137,52;138,28;123,90;123,60;124,20;159,87;159,48;160,26;
04.11.2019;137,90;137,52;138,28;123,57;123,28;123,86;159,58;159,19;159,97;
01.11.2019;138,10;137,71;138,49;123,94;123,64;124,24;160,49;160,10;160,88;
31.10.2019;138,10;137,71;138,49;123,68;123,39;123,97;160,21;159,82;160,60;
30.10.2019;138,10;137,71;138,49;124,15;123,85;124,45;159,98;159,59;160,37;
29.10.2019;138,30;137,91;138,69;124,81;124,51;125,11;160,14;159,75;160,53;
28.10.2019;138,30;137,91;138,69;124,66;124,36;124,96;159,93;159,54;160,32;
25.10.2019;138,30;137,91;138,69;124,43;124,13;124,73;159,72;159,33;160,11;
24.10.2019;138,70;138,31;139,09;124,70;124,40;125,00;160,71;160,32;161,10;
23.10.2019;138,90;138,51;139,29;124,99;124,69;125,29;160,84;160,45;161,23;
22.10.2019;139,30;138,91;139,69;125,01;124,71;125,31;161,85;161,46;162,24;
21.10.2019;139,30;138,91;139,69;124,76;124,46;125,06;162,02;161,63;162,41;
18.10.2019;139,10;138,71;139,49;124,94;124,64;125,24;161,19;160,80;161,58;
17.10.2019;138,50;138,11;138,89;124,66;124,36;124,96;160,67;160,28;161,06;
16.10.2019;138,30;137,91;138,69;125,37;125,07;125,67;159,72;159,33;160,11;
15.10.2019;138,30;137,91;138,69;125,57;125,27;125,87;159,08;158,69;159,47;
14.10.2019;137,90;137,52;138,28;124,96;124,66;125,26;156,90;156,52;157,28;
11.10.2019;137,70;137,32;138,08;124,74;124,44;125,04;156,96;156,58;157,34;
10.10.2019;138,00;137,61;138,39;125,13;124,83;125,43;153,25;152,88;153,62;
09.10.2019;137,30;136,92;137,68;125,03;124,73;125,33;152,73;152,36;153,10;
08.10.2019;136,50;136,12;136,88;124,19;123,89;124,49;151,73;151,36;152,10;
07.10.2019;136,30;135,92;136,68;124,19;123,89;124,49;153,01;152,64;153,38;
04.10.2019;135,70;135,32;136,08;123,54;123,25;123,83;152,41;152,04;152,78;
03.10.2019;135,70;135,32;136,08;123,89;123,60;124,18;152,29;151,92;152,66;
02.10.2019;135,50;135,12;135,88;124,08;123,78;124,38;152,11;151,74;152,48;
01.10.2019;135,30;134,92;135,68;124,12;123,82;124,42;152,72;152,35;153,09;
30.09.2019;135,10;134,72;135,48;123,69;123,40;123,98;152,22;151,85;152,59;
27.09.2019;135,60;135,22;135,98;124,11;123,81;124,41;152,53;152,16;152,90;
26.09.2019;135,60;135,22;135,98;124,11;123,81;124,41;153,13;152,76;153,50;
25.09.2019;135,80;135,42;136,18;123,56;123,27;123,85;153,58;153,21;153,95;
24.09.2019;137,20;136,82;137,58;124,86;124,56;125,16;155,54;155,16;155,92;
23.09.2019;137,20;136,82;137,58;124,86;124,56;125,16;155,27;154,89;155,65;
20.09.2019;137,00;136,62;137,38;124,06;123,76;124,36;155,32;154,94;155,70;
19.09.2019;137,00;136,62;137,38;123,82;123,53;124,11;154,20;153,83;154,57;
18.09.2019;136,80;136,42;137,18;123,85;123,56;124,14;154,33;153,96;154,70;
17.09.2019;136,60;136,22;136,98;123,97;123,67;124,27;153,83;153,46;154,20;
16.09.2019;137,10;136,72;137,48;124,13;123,83;124,43;154,57;154,20;154,94;
13.09.2019;138,10;137,71;138,49;124,45;124,15;124,75;155,08;154,70;155,46;
12.09.2019;138,50;138,11;138,89;125,63;125,33;125,93;154,86;154,48;155,24;
11.09.2019;138,70;138,31;139,09;125,90;125,60;126,20;155,63;155,25;156,01;
10.09.2019;138,70;138,31;139,09;125,61;125,31;125,91;154,94;154,56;155,32;
09.09.2019;139,10;138,71;139,49;126,13;125,83;126,43;155,99;155,61;156,37;
06.09.2019;139,30;138,91;139,69;126,30;126,00;126,60;155,30;154,92;155,68;
05.09.2019;139,30;138,91;139,69;126,03;125,73;126,33;155,49;155,11;155,87;
04.09.2019;139,30;138,91;139,69;126,47;126,17;126,77;154,16;153,79;154,53;
03.09.2019;139,60;139,21;139,99;127,69;127,39;127,99;153,34;152,97;153,71;
02.09.2019;138,50;138,11;138,89;126,27;125,97;126,57;152,51;152,14;152,88;
30.08.2019;138,50;138,11;138,89;125,42;125,12;125,72;152,77;152,40;153,14;
29.08.2019;137,90;137,52;138,28;124,53;124,23;124,83;152,06;151,69;152,43;
28.08.2019;137,90;137,52;138,28;124,30;124,00;124,60;151,78;151,41;152,15;
27.08.2019;138,70;138,31;139,09;124,88;124,58;125,18;153,11;152,74;153,48;
26.08.2019;138,30;137,91;138,69;124,36;124,06;124,66;152,25;151,88;152,62;
23.08.2019;138,10;137,71;138,49;124,91;124,61;125,21;152,58;152,21;152,95;
22.08.2019;138,30;137,91;138,69;124,88;124,58;125,18;151,56;151,19;151,93;
21.08.2019;138,10;137,71;138,49;124,39;124,09;124,69;150,83;150,46;151,20;
20.08.2019;138,10;137,71;138,49;124,62;124,32;124,92;150,60;150,23;150,97;
19.08.2019;137,70;137,32;138,08;124,09;123,79;124,39;150,39;150,03;150,75;
16.08.2019;137,70;137,32;138,08;124,28;123,98;124,58;151,14;150,77;151,51;
15.08.2019;137,90;137,52;138,28;123,63;123,34;123,92;149,74;149,38;150,10;
14.08.2019;138,30;137,91;138,69;123,66;123,37;123,95;149,51;149,15;149,87;
13.08.2019;138,33;137,94;138,72;123,33;123,04;123,62;149,03;148,67;149,39;
12.08.2019;137,50;137,12;137,88;122,78;122,49;123,07;148,38;148,02;148,74;
09.08.2019;137,30;136,92;137,68;122,51;122,22;122,80;148,20;147,84;148,56;
08.08.2019;137,30;136,92;137,68;122,52;122,23;122,81;149,05;148,69;149,41;
07.08.2019;136,50;136,12;136,88;122,09;121,80;122,38;148,31;147,95;148,67;
06.08.2019;136,50;136,12;136,88;121,87;121,58;122,16;148,64;148,28;149,00;
02.08.2019;136,30;135,92;136,68;122,85;122,56;123,14;148,68;148,32;149,04;
01.08.2019;135,90;135,52;136,28;123,13;122,84;123,42;149,15;148,79;149,51;
31.07.2019;134,70;134,32;135,08;120,86;120,57;121,15;147,07;146,71;147,43;
30.07.2019;135,30;134,92;135,68;121,37;121,08;121,66;147,92;147,56;148,28;
29.07.2019;135,70;135,32;136,08;121,99;121,70;122,28;150,34;149,98;150,70;
26.07.2019;135,70;135,32;136,08;121,92;121,63;122,21;151,51;151,14;151,88;
25.07.2019;135,90;135,52;136,28;121,98;121,69;122,27;152,47;152,10;152,84;
24.07.2019;135,90;135,52;136,28;121,89;121,60;122,18;152,29;151,92;152,66;
23.07.2019;139,90;139,51;140,29;125,12;124,82;125,42;155,89;155,51;156,27;
22.07.2019;139,90;139,51;140,29;124,65;124,35;124,95;155,46;155,08;155,84;
19.07.2019;140,70;140,31;141,09;125,23;124,93;125,53;157,04;156,66;157,42;
18.07.2019;141,10;140,71;141,49;125,89;125,59;126,19;157,07;156,69;157,45;
17.07.2019;141,70;141,30;142,10;126,35;126,05;126,65;156,71;156,33;157,09;
16.07.2019;141,70;141,30;142,10;126,24;125,94;126,54;156,87;156,49;157,25;
15.07.2019;141,70;141,30;142,10;125,60;125,30;125,90;157,74;157,36;158,12;
12.07.2019;141,90;141,50;142,30;126,08;125,78;126,38;157,96;157,58;158,34;
11.07.2019;141,90;141,50;142,30;125,88;125,58;126,18;158,13;157,75;158,51;
10.07.2019;141,90;141,50;142,30;126,47;126,17;126,77;157,75;157,37;158,13;
09.07.2019;141,90;141,50;142,30;126,63;126,33;126,93;157,86;157,48;158,24;
