Dagsetning;Evra EUR miðgengi;Evra EUR kaupgengi;Evra EUR sölugengi;Bandaríkjadalur USD miðgengi;Bandaríkjadalur USD kaupgengi;Bandaríkjadalur USD sölugengi;Sterlingspund GBP miðgengi;Sterlingspund GBP kaupgengi;Sterlingspund GBP sölugengi;
27.12.2016;118,67;118,34;119,00;113,53;113,26;113,80;139,28;138,94;139,62;
23.12.2016;118,65;118,32;118,98;113,55;113,28;113,82;139,15;138,81;139,49;
22.12.2016;118,40;118,07;118,73;113,16;112,89;113,43;139,56;139,22;139,90;
21.12.2016;118,40;118,07;118,73;113,87;113,60;114,14;140,55;140,21;140,89;
20.12.2016;118,50;118,17;118,83;114,09;113,82;114,36;140,83;140,49;141,17;
19.12.2016;119,00;118,67;119,33;113,97;113,70;114,24;141,95;141,61;142,29;
16.12.2016;119,20;118,87;119,53;114,07;113,80;114,34;141,93;141,59;142,27;
15.12.2016;118,93;118,60;119,26;113,55;113,28;113,82;142,31;141,96;142,66;
14.12.2016;119,00;118,67;119,33;111,89;111,62;112,16;141,60;141,26;141,94;
13.12.2016;118,43;118,10;118,76;111,62;111,35;111,89;141,81;141,47;142,15;
12.12.2016;118,42;118,09;118,75;111,75;111,48;112,02;140,67;140,33;141,01;
09.12.2016;118,25;117,92;118,58;111,40;111,13;111,67;140,40;140,06;140,74;
08.12.2016;118,70;118,37;119,03;110,01;109,75;110,27;139,62;139,28;139,96;
07.12.2016;118,55;118,22;118,88;110,60;110,34;110,86;139,17;138,83;139,51;
06.12.2016;118,45;118,12;118,78;109,97;109,71;110,23;140,30;139,96;140,64;
05.12.2016;118,70;118,37;119,03;111,52;111,25;111,79;141,83;141,49;142,17;
02.12.2016;118,77;118,44;119,10;111,53;111,26;111,80;140,67;140,33;141,01;
01.12.2016;119,20;118,87;119,53;112,17;111,90;112,44;141,17;140,83;141,51;
30.11.2016;119,15;118,82;119,48;111,96;111,69;112,23;139,11;138,77;139,45;
29.11.2016;119,60;119,27;119,93;112,90;112,63;113,17;140,61;140,27;140,95;
28.11.2016;119,82;119,49;120,15;112,66;112,39;112,93;140,03;139,69;140,37;
25.11.2016;119,80;119,47;120,13;113,10;112,83;113,37;140,87;140,53;141,21;
24.11.2016;119,75;119,42;120,08;113,34;113,07;113,61;141,34;141,00;141,68;
23.11.2016;120,30;119,96;120,64;113,16;112,89;113,43;140,02;139,68;140,36;
22.11.2016;120,40;120,06;120,74;113,22;112,95;113,49;140,84;140,50;141,18;
21.11.2016;120,47;120,13;120,81;113,23;112,96;113,50;139,78;139,44;140,12;
18.11.2016;120,55;120,21;120,89;113,55;113,28;113,82;140,97;140,63;141,31;
17.11.2016;120,97;120,63;121,31;112,76;112,49;113,03;140,59;140,25;140,93;
16.11.2016;121,10;120,76;121,44;113,16;112,89;113,43;140,77;140,43;141,11;
15.11.2016;121,47;121,13;121,81;112,52;112,25;112,79;139,84;139,50;140,18;
14.11.2016;121,50;121,16;121,84;112,91;112,64;113,18;141,26;140,92;141,60;
11.11.2016;122,00;121,66;122,34;112,16;111,89;112,43;141,75;141,41;142,09;
10.11.2016;122,10;121,76;122,44;112,05;111,78;112,32;138,77;138,43;139,11;
09.11.2016;122,33;121,99;122,67;110,21;109,95;110,47;136,90;136,57;137,23;
08.11.2016;122,75;122,41;123,09;111,11;110,85;111,37;137,91;137,58;138,24;
07.11.2016;122,83;122,49;123,17;110,97;110,71;111,23;137,81;137,48;138,14;
04.11.2016;122,98;122,64;123,32;110,84;110,58;111,10;138,37;138,03;138,71;
03.11.2016;123,30;122,96;123,64;111,21;110,95;111,47;138,40;138,06;138,74;
02.11.2016;123,12;122,78;123,46;111,11;110,85;111,37;136,33;136,00;136,66;
01.11.2016;123,43;123,09;123,77;112,22;111,95;112,49;137,35;137,02;137,68;
31.10.2016;123,63;123,29;123,97;112,86;112,59;113,13;137,39;137,06;137,72;
28.10.2016;124,08;123,73;124,43;113,69;113,42;113,96;137,94;137,61;138,27;
27.10.2016;124,20;123,85;124,55;113,73;113,46;114,00;139,44;139,10;139,78;
26.10.2016;124,42;124,07;124,77;113,93;113,66;114,20;139,07;138,73;139,41;
25.10.2016;124,70;124,35;125,05;114,62;114,35;114,89;140,16;139,82;140,50;
24.10.2016;124,75;124,40;125,10;114,53;114,26;114,80;140,13;139,79;140,47;
21.10.2016;124,97;124,62;125,32;114,72;114,45;114,99;140,23;139,89;140,57;
20.10.2016;125,25;124,90;125,60;114,14;113,87;114,41;139,99;139,65;140,33;
19.10.2016;125,20;124,85;125,55;113,93;113,66;114,20;140,23;139,89;140,57;
18.10.2016;125,85;125,50;126,20;114,27;114,00;114,54;140,56;140,22;140,90;
17.10.2016;125,80;125,45;126,15;114,41;114,14;114,68;139,20;138,86;139,54;
14.10.2016;125,90;125,55;126,25;114,27;114,00;114,54;139,77;139,43;140,11;
13.10.2016;126,17;125,82;126,52;114,48;114,21;114,75;139,55;139,21;139,89;
12.10.2016;126,37;126,02;126,72;114,73;114,46;115,00;140,72;140,38;141,06;
11.10.2016;126,90;126,55;127,25;114,50;114,23;114,77;140,40;140,06;140,74;
10.10.2016;127,25;126,89;127,61;113,95;113,68;114,22;141,45;141,11;141,79;
07.10.2016;127,37;127,01;127,73;114,40;114,13;114,67;141,33;140,99;141,67;
06.10.2016;127,37;127,01;127,73;113,86;113,59;114,13;144,83;144,48;145,18;
05.10.2016;127,70;127,34;128,06;113,80;113,53;114,07;144,74;144,39;145,09;
04.10.2016;127,43;127,07;127,79;114,09;113,82;114,36;145,54;145,19;145,89;
03.10.2016;127,92;127,56;128,28;113,83;113,56;114,10;146,66;146,30;147,02;
30.09.2016;127,88;127,52;128,24;114,44;114,17;114,71;148,44;148,08;148,80;
29.09.2016;128,18;127,82;128,54;114,32;114,05;114,59;148,56;148,20;148,92;
28.09.2016;128,15;127,79;128,51;114,28;114,01;114,55;148,61;148,25;148,97;
27.09.2016;128,23;127,87;128,59;114,01;113,74;114,28;147,78;147,42;148,14;
26.09.2016;128,32;127,96;128,68;114,10;113,83;114,37;147,62;147,26;147,98;
23.09.2016;128,55;128,19;128,91;114,60;114,33;114,87;148,81;148,45;149,17;
22.09.2016;128,25;127,89;128,61;114,13;113,86;114,40;148,99;148,63;149,35;
21.09.2016;128,05;127,69;128,41;114,87;114,60;115,14;149,29;148,93;149,65;
20.09.2016;128,70;128,34;129,06;115,14;114,87;115,41;149,19;148,83;149,55;
19.09.2016;128,60;128,24;128,96;115,22;114,95;115,49;150,38;150,02;150,74;
16.09.2016;128,75;128,39;129,11;114,70;114,43;114,97;150,98;150,61;151,35;
15.09.2016;128,85;128,49;129,21;114,63;114,36;114,90;151,63;151,26;152,00;
14.09.2016;128,85;128,49;129,21;114,80;114,53;115,07;151,47;151,10;151,84;
13.09.2016;128,85;128,49;129,21;114,70;114,43;114,97;152,17;151,80;152,54;
12.09.2016;128,80;128,44;129,16;114,83;114,56;115,10;152,23;151,86;152,60;
09.09.2016;129,10;128,74;129,46;114,58;114,31;114,85;152,49;152,12;152,86;
08.09.2016;129,13;128,77;129,49;114,37;114,10;114,64;152,76;152,39;153,13;
07.09.2016;129,03;128,67;129,39;114,69;114,42;114,96;153,52;153,15;153,89;
06.09.2016;129,40;129,04;129,76;115,88;115,60;116,16;154,51;154,14;154,88;
05.09.2016;129,20;128,84;129,56;115,74;115,46;116,02;154,23;153,86;154,60;
02.09.2016;129,45;129,09;129,81;115,79;115,51;116,07;153,54;153,17;153,91;
01.09.2016;129,52;129,16;129,88;116,18;115,90;116,46;153,82;153,45;154,19;
31.08.2016;129,90;129,54;130,26;116,55;116,27;116,83;153,16;152,79;153,53;
30.08.2016;130,70;130,34;131,06;116,95;116,67;117,23;153,14;152,77;153,51;
29.08.2016;130,95;130,58;131,32;117,10;116,82;117,38;153,22;152,85;153,59;
26.08.2016;131,50;131,13;131,87;116,51;116,23;116,79;153,73;153,36;154,10;
25.08.2016;131,75;131,38;132,12;116,67;116,39;116,95;154,02;153,65;154,39;
24.08.2016;131,80;131,43;132,17;116,86;116,58;117,14;154,79;154,41;155,17;
23.08.2016;132,00;131,63;132,37;116,50;116,22;116,78;153,52;153,15;153,89;
22.08.2016;132,00;131,63;132,37;116,88;116,60;117,16;153,01;152,64;153,38;
19.08.2016;132,08;131,71;132,45;116,61;116,33;116,89;153,09;152,72;153,46;
18.08.2016;132,30;131,93;132,67;116,88;116,60;117,16;153,77;153,40;154,14;
17.08.2016;132,28;131,91;132,65;117,38;117,10;117,66;152,80;152,43;153,17;
16.08.2016;132,08;131,71;132,45;117,13;116,85;117,41;151,93;151,56;152,30;
15.08.2016;132,12;131,75;132,49;118,28;118,00;118,56;152,73;152,36;153,10;
12.08.2016;132,25;131,88;132,62;118,57;118,29;118,85;153,64;153,27;154,01;
11.08.2016;132,50;132,13;132,87;118,87;118,59;119,15;154,24;153,87;154,61;
10.08.2016;132,60;132,23;132,97;118,70;118,42;118,98;155,04;154,66;155,42;
09.08.2016;132,53;132,16;132,90;119,52;119,24;119,80;155,18;154,80;155,56;
08.08.2016;133,20;132,83;133,57;120,14;119,85;120,43;156,96;156,58;157,34;
05.08.2016;133,30;132,93;133,67;119,58;119,30;119,86;157,14;156,76;157,52;
04.08.2016;133,70;133,33;134,07;120,08;119,79;120,37;160,07;159,68;160,46;
03.08.2016;132,65;132,28;133,02;118,42;118,14;118,70;158,24;157,86;158,62;
02.08.2016;132,65;132,28;133,02;118,51;118,23;118,79;156,87;156,49;157,25;
29.07.2016;132,60;132,23;132,97;119,37;119,09;119,65;157,03;156,65;157,41;
28.07.2016;132,85;132,48;133,22;119,81;119,52;120,10;157,65;157,27;158,03;
27.07.2016;133,38;133,01;133,75;121,29;121,00;121,58;158,80;158,41;159,19;
26.07.2016;133,67;133,30;134,04;121,47;121,18;121,76;159,45;159,06;159,84;
25.07.2016;134,05;133,68;134,42;122,01;121,72;122,30;160,19;159,80;160,58;
22.07.2016;134,53;134,15;134,91;122,10;121,81;122,39;160,03;159,64;160,42;
21.07.2016;134,88;134,50;135,26;122,40;122,11;122,69;161,56;161,17;161,95;
20.07.2016;134,80;134,42;135,18;122,42;122,13;122,71;161,33;160,94;161,72;
19.07.2016;134,90;134,52;135,28;121,99;121,70;122,28;160,77;160,38;161,16;
18.07.2016;134,78;134,40;135,16;122,03;121,74;122,32;161,40;161,01;161,79;
15.07.2016;134,92;134,54;135,30;121,15;120,86;121,44;161,85;161,46;162,24;
14.07.2016;135,58;135,20;135,96;122,11;121,82;122,40;161,63;161,24;162,02;
13.07.2016;135,43;135,05;135,81;122,23;121,94;122,52;162,37;161,98;162,76;
12.07.2016;135,95;135,57;136,33;122,47;122,18;122,76;161,21;160,82;161,60;
11.07.2016;135,78;135,40;136,16;122,98;122,69;123,27;158,76;158,38;159,14;
08.07.2016;136,00;135,62;136,38;122,90;122,61;123,19;159,59;159,20;159,98;
07.07.2016;136,05;135,67;136,43;122,74;122,45;123,03;159,72;159,33;160,11;
06.07.2016;136,20;135,82;136,58;123,01;122,72;123,30;159,59;159,20;159,98;
05.07.2016;136,60;136,22;136,98;122,45;122,16;122,74;161,39;161,00;161,78;
04.07.2016;136,52;136,14;136,90;122,64;122,35;122,93;162,98;162,58;163,38;
01.07.2016;136,38;136,00;136,76;122,73;122,44;123,02;162,89;162,49;163,29;
30.06.2016;136,75;136,37;137,13;122,65;122,36;122,94;165,06;164,66;165,46;
29.06.2016;137,28;136,90;137,66;123,82;123,53;124,11;166,01;165,61;166,41;
28.06.2016;137,52;137,14;137,90;124,00;123,70;124,30;165,31;164,91;165,71;
27.06.2016;137,90;137,52;138,28;125,16;124,86;125,46;165,30;164,90;165,70;
24.06.2016;138,20;137,81;138,59;124,88;124,58;125,18;171,35;170,93;171,77;
23.06.2016;137,85;137,47;138,23;120,72;120,43;121,01;180,13;179,69;180,57;
22.06.2016;138,35;137,96;138,74;122,53;122,24;122,82;179,79;179,35;180,23;
21.06.2016;138,60;138,21;138,99;122,21;121,92;122,50;180,15;179,71;180,59;
20.06.2016;138,80;138,41;139,19;122,51;122,22;122,80;179,04;178,61;179,47;
16.06.2016;138,60;138,21;138,99;123,62;123,33;123,91;174,72;174,30;175,14;
15.06.2016;138,63;138,24;139,02;123,51;123,22;123,80;175,38;174,95;175,81;
14.06.2016;138,80;138,41;139,19;123,69;123,40;123,98;175,22;174,80;175,64;
13.06.2016;138,83;138,44;139,22;123,16;122,87;123,45;174,49;174,07;174,91;
10.06.2016;138,98;138,59;139,37;123,01;122,72;123,30;177,50;177,07;177,93;
09.06.2016;139,05;138,66;139,44;122,56;122,27;122,85;177,10;176,67;177,53;
08.06.2016;139,30;138,91;139,69;122,52;122,23;122,81;178,37;177,94;178,80;
07.06.2016;139,30;138,91;139,69;122,53;122,24;122,82;178,77;178,34;179,20;
06.06.2016;139,63;139,24;140,02;123,18;122,89;123,47;177,29;176,86;177,72;
03.06.2016;139,12;138,73;139,51;124,87;124,57;125,17;180,03;179,59;180,47;
02.06.2016;139,15;138,76;139,54;124,25;123,95;124,55;179,32;178,89;179,75;
01.06.2016;138,98;138,59;139,37;124,53;124,23;124,83;180,05;179,61;180,49;
31.05.2016;139,15;138,76;139,54;124,75;124,45;125,05;182,46;182,02;182,90;
30.05.2016;139,40;139,01;139,79;125,17;124,87;125,47;182,80;182,36;183,24;
27.05.2016;139,50;139,11;139,89;124,83;124,53;125,13;182,83;182,39;183,27;
26.05.2016;139,57;139,18;139,96;124,74;124,44;125,04;183,48;183,04;183,92;
25.05.2016;139,57;139,18;139,96;125,30;125,00;125,60;183,61;183,16;184,06;
24.05.2016;139,43;139,04;139,82;124,74;124,44;125,04;182,31;181,87;182,75;
23.05.2016;139,70;139,31;140,09;124,69;124,39;124,99;180,37;179,93;180,81;
20.05.2016;139,77;139,38;140,16;124,63;124,33;124,93;181,57;181,13;182,01;
19.05.2016;139,72;139,33;140,11;124,70;124,40;125,00;182,41;181,97;182,85;
18.05.2016;139,73;139,34;140,12;123,95;123,65;124,25;179,10;178,67;179,53;
17.05.2016;139,87;139,48;140,26;123,53;123,24;123,82;178,98;178,55;179,41;
13.05.2016;139,85;139,46;140,24;123,27;122,98;123,56;177,69;177,26;178,12;
12.05.2016;140,10;139,71;140,49;122,88;122,59;123,17;177,58;177,15;178,01;
11.05.2016;139,93;139,54;140,32;122,84;122,55;123,13;177,16;176,73;177,59;
10.05.2016;139,85;139,46;140,24;122,85;122,56;123,14;177,51;177,08;177,94;
09.05.2016;139,83;139,44;140,22;122,84;122,55;123,13;177,45;177,02;177,88;
06.05.2016;139,87;139,48;140,26;122,47;122,18;122,76;177,53;177,10;177,96;
04.05.2016;140,03;139,64;140,42;122,01;121,72;122,30;176,67;176,24;177,10;
03.05.2016;140,12;139,73;140,51;120,98;120,69;121,27;177,55;177,12;177,98;
02.05.2016;139,95;139,56;140,34;121,88;121,59;122,17;178,10;177,67;178,53;
29.04.2016;140,00;139,61;140,39;122,89;122,60;123,18;179,46;179,02;179,90;
28.04.2016;140,25;139,86;140,64;123,56;123,27;123,85;179,93;179,49;180,37;
27.04.2016;140,17;139,78;140,56;123,87;123,58;124,16;180,91;180,47;181,35;
26.04.2016;140,40;140,01;140,79;124,47;124,17;124,77;181,17;180,73;181,61;
25.04.2016;140,33;139,94;140,72;124,77;124,47;125,07;180,30;179,86;180,74;
22.04.2016;140,60;140,21;140,99;124,88;124,58;125,18;179,27;178,84;179,70;
20.04.2016;140,43;140,04;140,82;123,55;123,26;123,84;177,60;177,17;178,03;
19.04.2016;140,17;139,78;140,56;123,69;123,40;123,98;177,57;177,14;178,00;
18.04.2016;140,07;139,68;140,46;123,97;123,67;124,27;175,88;175,45;176,31;
15.04.2016;140,00;139,61;140,39;124,16;123,86;124,46;176,18;175,75;176,61;
14.04.2016;140,23;139,84;140,62;124,55;124,25;124,85;176,09;175,66;176,52;
13.04.2016;140,40;140,01;140,79;124,21;123,91;124,51;176,86;176,43;177,29;
12.04.2016;140,70;140,31;141,09;123,24;122,95;123,53;176,57;176,14;177,00;
11.04.2016;140,67;140,28;141,06;123,48;123,19;123,77;175,85;175,42;176,28;
08.04.2016;140,72;140,33;141,11;123,74;123,45;124,03;174,00;173,58;174,42;
07.04.2016;141,05;140,66;141,44;123,93;123,63;124,23;174,53;174,11;174,95;
06.04.2016;140,70;140,31;141,09;123,99;123,69;124,29;174,68;174,26;175,10;
05.04.2016;140,05;139,66;140,44;123,32;123,03;123,61;175,26;174,83;175,69;
04.04.2016;140,12;139,73;140,51;123,32;123,03;123,61;175,49;175,06;175,92;
01.04.2016;140,28;139,89;140,67;122,94;122,65;123,23;175,82;175,39;176,25;
31.03.2016;140,58;140,19;140,97;123,53;123,24;123,82;177,83;177,40;178,26;
30.03.2016;140,55;140,16;140,94;124,21;123,91;124,51;178,95;178,52;179,38;
29.03.2016;140,53;140,14;140,92;125,49;125,19;125,79;179,06;178,63;179,49;
23.03.2016;140,72;140,33;141,11;125,73;125,43;126,03;178,15;177,72;178,58;
22.03.2016;140,67;140,28;141,06;125,37;125,07;125,67;179,00;178,57;179,43;
21.03.2016;140,90;140,51;141,29;124,96;124,66;125,26;180,09;179,65;180,53;
18.03.2016;140,70;140,31;141,09;124,83;124,53;125,13;180,32;179,88;180,76;
17.03.2016;140,93;140,54;141,32;124,42;124,12;124,72;178,56;178,13;178,99;
16.03.2016;140,50;140,11;140,89;126,70;126,40;127,00;178,80;178,37;179,23;
15.03.2016;140,57;140,18;140,96;126,85;126,55;127,15;179,52;179,08;179,96;
14.03.2016;140,55;140,16;140,94;126,51;126,21;126,81;181,52;181,08;181,96;
11.03.2016;140,58;140,19;140,97;126,65;126,35;126,95;181,21;180,77;181,65;
10.03.2016;141,12;140,73;141,51;128,48;128,17;128,79;182,74;182,30;183,18;
09.03.2016;141,47;141,08;141,86;129,03;128,72;129,34;183,58;183,13;184,03;
08.03.2016;141,57;141,18;141,96;128,62;128,31;128,93;182,92;182,48;183,36;
07.03.2016;141,35;140,96;141,74;128,99;128,68;129,30;182,43;181,99;182,87;
04.03.2016;141,70;141,30;142,10;129,02;128,71;129,33;182,47;182,03;182,91;
03.03.2016;141,40;141,01;141,79;129,99;129,68;130,30;183,02;182,58;183,46;
02.03.2016;141,22;140,83;141,61;130,04;129,73;130,35;181,47;181,03;181,91;
01.03.2016;141,42;141,03;141,81;130,02;129,71;130,33;182,12;181,68;182,56;
29.02.2016;141,50;141,11;141,89;129,71;129,40;130,02;179,61;179,17;180,05;
26.02.2016;141,93;141,53;142,33;128,85;128,54;129,16;180,23;179,79;180,67;
25.02.2016;142,35;141,95;142,75;129,21;128,90;129,52;179,92;179,48;180,36;
24.02.2016;142,22;141,82;142,62;129,50;129,19;129,81;180,06;179,62;180,50;
23.02.2016;142,48;142,08;142,88;129,39;129,08;129,70;182,69;182,25;183,13;
22.02.2016;142,58;142,18;142,98;128,84;128,53;129,15;182,56;182,12;183,00;
19.02.2016;142,73;142,33;143,13;128,60;128,29;128,91;184,08;183,63;184,53;
18.02.2016;142,62;142,22;143,02;128,19;127,88;128,50;183,50;183,06;183,94;
17.02.2016;142,53;142,13;142,93;128,07;127,77;128,37;183,46;183,02;183,90;
16.02.2016;142,32;141,92;142,72;127,28;126,98;127,58;184,07;183,62;184,52;
15.02.2016;142,37;141,97;142,77;127,07;126,77;127,37;184,13;183,68;184,58;
12.02.2016;142,73;142,33;143,13;126,49;126,19;126,79;184,12;183,67;184,57;
11.02.2016;143,08;142,68;143,48;126,43;126,13;126,73;182,86;182,42;183,30;
10.02.2016;142,52;142,12;142,92;126,76;126,46;127,06;183,83;183,38;184,28;
09.02.2016;142,42;142,02;142,82;127,12;126,82;127,42;183,97;183,52;184,42;
08.02.2016;142,30;141,90;142,70;127,35;127,05;127,65;184,25;183,80;184,70;
05.02.2016;142,38;141,98;142,78;127,29;126,99;127,59;184,90;184,45;185,35;
04.02.2016;142,53;142,13;142,93;127,48;127,18;127,78;186,95;186,50;187,40;
03.02.2016;141,77;141,37;142,17;129,75;129,44;130,06;187,74;187,28;188,20;
02.02.2016;141,80;141,40;142,20;129,97;129,66;130,28;187,19;186,74;187,64;
01.02.2016;141,48;141,09;141,87;130,22;129,91;130,53;186,06;185,61;186,51;
29.01.2016;141,60;141,20;142,00;129,72;129,41;130,03;185,47;185,02;185,92;
28.01.2016;141,83;141,43;142,23;130,16;129,85;130,47;186,58;186,13;187,03;
27.01.2016;141,72;141,32;142,12;130,30;129,99;130,61;186,34;185,89;186,79;
26.01.2016;141,87;141,47;142,27;130,88;130,57;131,19;185,69;185,24;186,14;
25.01.2016;141,57;141,18;141,96;130,82;130,51;131,13;186,44;185,99;186,89;
22.01.2016;141,27;140,88;141,66;130,33;130,02;130,64;185,93;185,48;186,38;
21.01.2016;141,68;141,28;142,08;130,06;129,75;130,37;183,93;183,48;184,38;
20.01.2016;141,65;141,25;142,05;129,60;129,29;129,91;183,83;183,38;184,28;
19.01.2016;141,50;141,11;141,89;130,13;129,82;130,44;186,22;185,77;186,67;
18.01.2016;141,70;141,30;142,10;130,11;129,80;130,42;185,92;185,47;186,37;
15.01.2016;141,40;141,01;141,79;129,67;129,36;129,98;186,00;185,55;186,45;
14.01.2016;141,57;141,18;141,96;129,63;129,32;129,94;186,24;185,79;186,69;
13.01.2016;141,40;141,01;141,79;130,75;130,44;131,06;188,67;188,21;189,13;
12.01.2016;141,43;141,04;141,82;130,33;130,02;130,64;188,65;188,19;189,11;
11.01.2016;141,20;140,81;141,59;129,58;129,27;129,89;188,74;188,28;189,20;
08.01.2016;141,52;141,13;141,91;130,22;129,91;130,53;190,32;189,86;190,78;
07.01.2016;141,57;141,18;141,96;130,54;130,23;130,85;190,18;189,72;190,64;
06.01.2016;141,25;140,86;141,64;131,66;131,35;131,97;192,98;192,51;193,45;
05.01.2016;141,32;140,93;141,71;131,16;130,85;131,47;192,51;192,04;192,98;
04.01.2016;141,38;140,99;141,77;129,61;129,30;129,92;191,71;191,25;192,17;
31.12.2015;141,32;140,93;141,71;129,59;129,28;129,90;192,06;191,59;192,53;
30.12.2015;141,45;141,06;141,84;129,44;129,13;129,75;191,82;191,35;192,29;
29.12.2015;141,70;141,30;142,10;129,17;128,86;129,48;191,76;191,29;192,23;
28.12.2015;141,85;141,45;142,25;129,13;128,82;129,44;192,65;192,18;193,12;
23.12.2015;141,65;141,25;142,05;129,62;129,31;129,93;192,80;192,33;193,27;
22.12.2015;141,72;141,32;142,12;129,63;129,32;129,94;193,04;192,57;193,51;
21.12.2015;141,65;141,25;142,05;130,40;130,09;130,71;194,16;193,69;194,63;
18.12.2015;141,55;141,16;141,94;130,79;130,48;131,10;195,23;194,76;195,70;
17.12.2015;141,63;141,23;142,03;130,54;130,23;130,85;195,00;194,53;195,47;
16.12.2015;141,38;140,99;141,77;129,46;129,15;129,77;194,24;193,77;194,71;
15.12.2015;141,55;141,16;141,94;128,42;128,11;128,73;194,61;194,14;195,08;
14.12.2015;141,37;140,98;141,76;128,98;128,67;129,29;195,63;195,16;196,10;
11.12.2015;141,53;141,14;141,92;129,16;128,85;129,47;195,58;195,11;196,05;
10.12.2015;141,50;141,11;141,89;129,29;128,98;129,60;196,30;195,82;196,78;
09.12.2015;141,30;140,91;141,69;129,22;128,91;129,53;194,79;194,32;195,26;
08.12.2015;140,98;140,59;141,37;129,95;129,64;130,26;194,84;194,37;195,31;
07.12.2015;140,92;140,53;141,31;130,41;130,10;130,72;196,58;196,10;197,06;
04.12.2015;141,20;140,81;141,59;129,99;129,68;130,30;196,59;196,11;197,07;
03.12.2015;140,30;139,91;140,69;132,83;132,51;133,15;198,43;197,95;198,91;
02.12.2015;140,40;140,01;140,79;132,58;132,26;132,90;199,52;199,04;200,00;
01.12.2015;140,42;140,03;140,81;132,57;132,25;132,89;200,09;199,60;200,58;
30.11.2015;140,45;140,06;140,84;132,77;132,45;133,09;199,40;198,92;199,88;
27.11.2015;140,55;140,16;140,94;132,69;132,37;133,01;199,73;199,25;200,21;
26.11.2015;140,63;140,24;141,02;132,56;132,24;132,88;199,80;199,32;200,28;
25.11.2015;140,70;140,31;141,09;132,68;132,36;133,00;199,90;199,42;200,38;
24.11.2015;140,85;140,46;141,24;132,26;131,95;132,57;199,97;199,49;200,45;
23.11.2015;140,77;140,38;141,16;132,53;132,21;132,85;200,81;200,32;201,30;
20.11.2015;140,93;140,54;141,32;131,74;131,43;132,05;201,60;201,11;202,09;
19.11.2015;140,87;140,48;141,26;131,69;131,38;132,00;201,06;200,57;201,55;
18.11.2015;140,50;140,11;140,89;131,63;131,32;131,94;200,44;199,95;200,93;
17.11.2015;140,52;140,13;140,91;131,73;131,42;132,04;200,31;199,82;200,80;
16.11.2015;140,70;140,31;141,09;131,18;130,87;131,49;199,38;198,90;199,86;
13.11.2015;140,75;140,36;141,14;130,66;130,35;130,97;198,97;198,49;199,45;
12.11.2015;140,65;140,26;141,04;131,20;130,89;131,51;199,22;198,74;199,70;
11.11.2015;140,68;140,29;141,07;130,95;130,64;131,26;198,57;198,09;199,05;
10.11.2015;140,88;140,49;141,27;131,15;130,84;131,46;198,10;197,62;198,58;
09.11.2015;140,90;140,51;141,29;130,61;130,30;130,92;197,21;196,73;197,69;
06.11.2015;140,95;140,56;141,34;129,62;129,31;129,93;196,34;195,86;196,82;
05.11.2015;140,97;140,58;141,36;129,87;129,56;130,18;199,74;199,26;200,22;
04.11.2015;140,97;140,58;141,36;129,07;128,76;129,38;198,96;198,48;199,44;
03.11.2015;141,15;140,76;141,54;128,55;128,24;128,86;198,24;197,76;198,72;
02.11.2015;141,28;140,89;141,67;128,19;127,88;128,50;198,43;197,95;198,91;
30.10.2015;141,42;141,03;141,81;128,43;128,12;128,74;197,16;196,68;197,64;
29.10.2015;141,67;141,27;142,07;129,26;128,95;129,57;197,34;196,86;197,82;
28.10.2015;141,80;141,40;142,20;128,19;127,88;128,50;196,09;195,61;196,57;
27.10.2015;142,03;141,63;142,43;128,49;128,18;128,80;197,17;196,69;197,65;
26.10.2015;141,98;141,58;142,38;128,63;128,32;128,94;197,25;196,77;197,73;
23.10.2015;141,93;141,53;142,33;127,87;127,57;128,17;196,70;196,22;197,18;
22.10.2015;142,47;142,07;142,87;125,88;125,58;126,18;194,72;194,25;195,19;
21.10.2015;142,33;141,93;142,73;125,34;125,04;125,64;193,67;193,20;194,14;
20.10.2015;142,00;141,60;142,40;124,77;124,47;125,07;193,12;192,65;193,59;
19.10.2015;141,67;141,27;142,07;125,19;124,89;125,49;193,83;193,36;194,30;
16.10.2015;141,70;141,30;142,10;124,86;124,56;125,16;193,00;192,53;193,47;
15.10.2015;141,90;141,50;142,30;124,09;123,79;124,39;192,24;191,77;192,71;
14.10.2015;142,03;141,63;142,43;124,48;124,18;124,78;191,09;190,63;191,55;
13.10.2015;141,97;141,57;142,37;124,82;124,52;125,12;190,27;189,81;190,73;
12.10.2015;141,95;141,55;142,35;124,72;124,42;125,02;191,48;191,02;191,94;
09.10.2015;141,95;141,55;142,35;125,03;124,73;125,33;191,94;191,47;192,41;
08.10.2015;142,10;141,70;142,50;125,84;125,54;126,14;193,24;192,77;193,71;
07.10.2015;142,00;141,60;142,40;126,19;125,89;126,49;193,22;192,75;193,69;
06.10.2015;142,15;141,75;142,55;126,86;126,56;127,16;192,37;191,90;192,84;
05.10.2015;142,30;141,90;142,70;126,49;126,19;126,79;192,14;191,67;192,61;
02.10.2015;142,27;141,87;142,67;127,50;127,20;127,80;193,21;192,74;193,68;
01.10.2015;142,45;142,05;142,85;127,68;127,38;127,98;193,34;192,87;193,81;
30.09.2015;142,77;142,37;143,17;127,35;127,05;127,65;193,69;193,22;194,16;
29.09.2015;143,18;142,78;143,58;127,55;127,25;127,85;193,76;193,29;194,23;
